ID,Question_1,Combined_Answer_1,Question_2,Combined_Answer_2,Question_3,Combined_Answer_3,Question_4,Combined_Answer_4,Question_5,Combined_Answer_5,Question_6,Combined_Answer_6
TEST_117,What can you see in the image?,"group of people, people, windows",What is the image that contains?,"group of people, meeting, office, white, window",Who is the person in the image?,"business people, man, woman",What does the image contain?,"meeting, office, people",Where is the image located?,office,Where does the image appear?,office
TEST_118,What can you see in the image?,"frisbee, girl, group of children, kite, little girl",What is the image that contains?,"frisbee, kite",Who is the person in the image?,"family, girl, group",What does the image contain?,"frisbee, kite",Where is the image located?,"field, park",Where does the image appear?,"field, park"
TEST_119,What can you see in the image?,"grill, knife",What is the image that contains?,"fire, grill",Who is the person in the image?,"chef, no one, nobody",What does the image contain?,"bbq, fire, flames",Where is the image located?,"background, grill, in grill, in woods",Where does the image appear?,"grill, in grill, in woods"
TEST_120,What can you see in the image?,sand castle,What is the image that contains?,sand castle,Who is the person in the image?,"child, girl, no one",What does the image contain?,"sand, sand castle",Where is the image located?,beach,Where does the image appear?,beach
TEST_121,What can you see in the image?,man,What is the image that contains?,weight,Who is the person in the image?,trainer,What does the image contain?,"boxers, man, muscle, sumo, weight",Where is the image located?,arena,Where does the image appear?,"arena, gym, gymnasium"
TEST_122,What can you see in the image?,"boy, family, flowers, group of people, woman",What is the image that contains?,"family, garden",Who is the person in the image?,"children, family, man, woman",What does the image contain?,"boy, family, garden",Where is the image located?,garden,Where does the image appear?,garden
TEST_123,What can you see in the image?,"clown, fire hydrant, parade",What is the image that contains?,"clown, parade",Who is the person in the image?,"boy, clown",What does the image contain?,"clown, parade",Where is the image located?,"parade, street",Where does the image appear?,parade
TEST_124,What can you see in the image?,"jewelry, men and mannequin, vase",What is the image that contains?,jewelry,Who is the person in the image?,"man, man and woman, shoppers, woman",What does the image contain?,jewelry,Where is the image located?,"in gallery, in shop, museum, store",Where does the image appear?,"in jewelry shop, jewelry shop, museum, store"
TEST_125,What can you see in the image?,water slide,What is the image that contains?,"pool, water, water slide",Who is the person in the image?,"children, swimmers, visitors",What does the image contain?,water,Where is the image located?,"pool, water",Where does the image appear?,"pool, water park"
TEST_126,What can you see in the image?,surfer,What is the image that contains?,"surfer, water, wave",Who is the person in the image?,surfer,What does the image contain?,"surfer, wave",Where is the image located?,ocean,Where does the image appear?,ocean
TEST_127,What can you see in the image?,"man, man ' s legs, men, runners, tennis players",What is the image that contains?,"ball, running, running man",Who is the person in the image?,"athlete, runner, runners",What does the image contain?,"players, race, runner, runners, running man",Where is the image located?,"field, tennis court, track",Where does the image appear?,"race, soccer field, tennis court, track"
TEST_128,What can you see in the image?,"basketball, basketball hoop",What is the image that contains?,"basketball, dunk",Who is the person in the image?,basketball player,What does the image contain?,basketball,Where is the image located?,"basketball court, court",Where does the image appear?,"basketball court, court"
TEST_129,What can you see in the image?,"skillet, woman, woman ' s hair",What is the image that contains?,"skillet, wok, woman",Who is the person in the image?,"chef, woman",What does the image contain?,"cooking, food, skillet, woman, woman cooking",Where is the image located?,kitchen,Where does the image appear?,"in kitchen, kitchen"
TEST_130,What can you see in the image?,"hair, hairdresser, mannequin",What is the image that contains?,"clothing, hair, mannequin",Who is the person in the image?,"group, hair stylist, hairdresser, mannequin, woman",What does the image contain?,"clothes, group, hair, hairdresser, mannequin",Where is the image located?,"art gallery, hair salon, in front of people, in room, near mannequin",Where does the image appear?,"art exhibit, hair salon, in store, in studio, party, salon"
TEST_131,What can you see in the image?,"building, buildings, mountains",What is the image that contains?,"landscape, scenery, sun",Who is the person in the image?,"man, no one, nobody, photographer",What does the image contain?,"buildings, scenery",Where is the image located?,japan,Where does the image appear?,japan
TEST_132,What can you see in the image?,"laptop, person, picture, woman",What is the image that contains?,"computer, laptop, light, person, website, woman",Who is the person in the image?,"man, no one, woman",What does the image contain?,"laptop, office, person, woman",Where is the image located?,"computer, living room, office, wall",Where does the image appear?,"living room, office"
TEST_133,What can you see in the image?,"crowd, hot air balloons, people",What is the image that contains?,"balloons, crowd",Who is the person in the image?,"group, spectators, tourists",What does the image contain?,"balloons, crowd, hot air, people",Where is the image located?,"city, crowd, mountains",Where does the image appear?,"crowd, mountains, on cliff"
TEST_134,What can you see in the image?,man,What is the image that contains?,"action, man, picture",Who is the person in the image?,man,What does the image contain?,"kendo, man, picture, uniform",Where is the image located?,wall,Where does the image appear?,"gym, gymnasium, in front of wall, in gymnasium, wall"
TEST_135,What can you see in the image?,"bird, flowers, macaw",What is the image that contains?,"flowers, parrot",Who is the person in the image?,no one,What does the image contain?,"bird, flowers, parrot",Where is the image located?,"forest, jungle",Where does the image appear?,jungle
TEST_136,What can you see in the image?,"group of people, hills, people",What is the image that contains?,"group, hat, landscape",Who is the person in the image?,"group, man, woman",What does the image contain?,"group, landscape, people",Where is the image located?,"balcony, countryside, mountains",Where does the image appear?,"balcony, countryside, hillside, on hillside, wine tasting"
